number_people,date,day_of_week,month,hour,gymId
43,2022-04-14 21:00,3,4,21,1
26,2022-04-14 21:20,3,4,21,12
56,2022-04-14 21:30,3,4,21,10
33,2022-04-14 21:40,3,4,21,4
60,2022-04-14 21:50,3,4,21,8
42,2022-04-14 22:20,3,4,22,2
45,2022-04-14 22:30,3,4,22,15
43,2022-04-14 22:40,3,4,22,17
29,2022-04-14 22:50,3,4,22,12
37,2022-04-14 23:00,3,4,23,11
37,2022-04-14 23:20,3,4,23,6
32,2022-04-14 23:30,3,4,23,16
45,2022-04-14 23:40,3,4,23,15
41,2022-04-14 23:50,3,4,23,5
43,2022-04-15 0:00,4,4,0,5
46,2022-04-15 0:20,4,4,0,19
32,2022-04-15 0:30,4,4,0,13
31,2022-04-15 0:40,4,4,0,7
16,2022-04-15 0:50,4,4,0,16
23,2022-04-15 1:00,4,4,1,5
1,2022-04-15 5:20,4,4,5,1
1,2022-04-15 5:30,4,4,5,17
3,2022-04-15 5:40,4,4,5,5
4,2022-04-15 5:50,4,4,5,7
7,2022-04-15 6:00,4,4,6,16
8,2022-04-15 6:20,4,4,6,19
10,2022-04-15 6:30,4,4,6,14
14,2022-04-15 6:40,4,4,6,9
19,2022-04-15 6:50,4,4,6,10
17,2022-04-15 7:00,4,4,7,1
31,2022-04-15 7:20,4,4,7,15
29,2022-04-15 7:30,4,4,7,6
21,2022-04-15 7:40,4,4,7,3
29,2022-04-15 7:50,4,4,7,17
29,2022-04-15 8:00,4,4,8,9
30,2022-04-15 8:20,4,4,8,2
38,2022-04-15 8:30,4,4,8,16
29,2022-04-15 8:40,4,4,8,7
34,2022-04-15 8:50,4,4,8,5
45,2022-04-15 9:00,4,4,9,6
28,2022-04-15 9:20,4,4,9,8
37,2022-04-15 9:30,4,4,9,14
41,2022-04-15 9:40,4,4,9,7
35,2022-04-15 9:50,4,4,9,2
28,2022-04-15 10:00,4,4,10,12
42,2022-04-15 10:20,4,4,10,2
33,2022-04-15 10:30,4,4,10,3
43,2022-04-15 10:40,4,4,10,3
40,2022-04-15 10:50,4,4,10,6
32,2022-04-15 11:00,4,4,11,2
39,2022-04-15 11:20,4,4,11,4
40,2022-04-15 11:30,4,4,11,2
47,2022-04-15 11:40,4,4,11,9
41,2022-04-15 11:50,4,4,11,14
47,2022-04-15 12:00,4,4,12,19
40,2022-04-15 12:20,4,4,12,16
39,2022-04-15 12:30,4,4,12,10
45,2022-04-15 12:40,4,4,12,13
51,2022-04-15 12:50,4,4,12,15
47,2022-04-15 13:00,4,4,13,20
41,2022-04-15 13:20,4,4,13,13
47,2022-04-15 13:30,4,4,13,7
45,2022-04-15 13:40,4,4,13,5
45,2022-04-15 13:50,4,4,13,14
26,2022-04-15 14:00,4,4,14,12
40,2022-04-15 14:20,4,4,14,14
53,2022-04-15 14:30,4,4,14,19
30,2022-04-17 10:30,6,4,10,2
19,2022-04-17 10:40,6,4,10,11
29,2022-04-17 10:50,6,4,10,19
27,2022-04-17 11:00,6,4,11,2
30,2022-04-17 11:20,6,4,11,18
21,2022-04-17 11:30,6,4,11,17
22,2022-04-17 11:40,6,4,11,6
33,2022-04-17 11:50,6,4,11,1
35,2022-04-17 12:00,6,4,12,7
30,2022-04-17 12:20,6,4,12,6
21,2022-04-17 12:30,6,4,12,9
29,2022-04-17 12:40,6,4,12,2
24,2022-04-17 12:50,6,4,12,1
31,2022-04-17 13:00,6,4,13,9
18,2022-04-17 13:20,6,4,13,20
19,2022-04-17 13:30,6,4,13,2
23,2022-04-17 13:40,6,4,13,19
19,2022-04-17 13:50,6,4,13,20
22,2022-04-17 14:00,6,4,14,8
21,2022-04-17 14:20,6,4,14,8
26,2022-04-17 14:30,6,4,14,12
28,2022-04-17 14:40,6,4,14,12
27,2022-04-17 14:50,6,4,14,12
31,2022-04-17 15:00,6,4,15,5
25,2022-04-17 15:20,6,4,15,11
31,2022-04-17 15:30,6,4,15,20
23,2022-04-17 15:40,6,4,15,19
26,2022-04-17 15:50,6,4,15,4
36,2022-04-17 16:00,6,4,16,13
38,2022-04-17 16:20,6,4,16,19
32,2022-04-17 16:30,6,4,16,15
26,2022-04-17 16:40,6,4,16,6
38,2022-04-17 16:50,6,4,16,16
35,2022-04-17 17:00,6,4,17,20
52,2022-04-17 17:20,6,4,17,15
45,2022-04-17 17:30,6,4,17,15
46,2022-04-17 17:40,6,4,17,20
43,2022-04-17 17:50,6,4,17,17
34,2022-04-17 18:00,6,4,18,18
36,2022-04-17 18:20,6,4,18,15
38,2022-04-17 18:30,6,4,18,10
37,2022-04-17 18:40,6,4,18,15
36,2022-04-17 18:50,6,4,18,19
30,2022-04-17 19:00,6,4,19,18
38,2022-04-17 19:20,6,4,19,11
37,2022-04-17 19:30,6,4,19,10
51,2022-04-17 19:40,6,4,19,6
37,2022-04-17 19:50,6,4,19,1
41,2022-04-17 20:00,6,4,20,7
44,2022-04-17 20:20,6,4,20,16
41,2022-04-17 20:30,6,4,20,2
41,2022-04-17 20:40,6,4,20,1
44,2022-04-17 20:50,6,4,20,5
35,2022-04-17 21:00,6,4,21,4
41,2022-04-17 21:20,6,4,21,16
51,2022-04-17 21:30,6,4,21,8
33,2022-04-17 21:40,6,4,21,4
42,2022-04-17 21:50,6,4,21,7
42,2022-04-17 22:00,6,4,22,9
42,2022-04-17 22:20,6,4,22,20
45,2022-04-17 22:30,6,4,22,16
53,2022-04-17 22:40,6,4,22,19
39,2022-04-17 22:50,6,4,22,10
48,2022-04-17 23:00,6,4,23,7
35,2022-04-17 23:20,6,4,23,5
29,2022-04-17 23:30,6,4,23,9
36,2022-04-17 23:40,6,4,23,9
30,2022-04-17 23:50,6,4,23,17
35,2022-04-18 0:00,0,4,0,17
25,2022-04-18 0:20,0,4,0,19
25,2022-04-18 0:30,0,4,0,17
21,2022-04-18 0:40,0,4,0,1
23,2022-04-18 0:50,0,4,0,10
12,2022-04-18 1:00,0,4,1,17
1,2022-04-18 5:20,0,4,5,7
1,2022-04-18 5:30,0,4,5,6
1,2022-04-18 5:40,0,4,5,16
3,2022-04-18 5:50,0,4,5,11
3,2022-04-18 6:00,0,4,6,1
9,2022-04-18 6:20,0,4,6,3
10,2022-04-18 6:30,0,4,6,13
12,2022-04-18 6:40,0,4,6,11
15,2022-04-18 6:50,0,4,6,20
13,2022-04-18 7:00,0,4,7,3
22,2022-04-18 7:20,0,4,7,20
15,2022-04-18 7:30,0,4,7,20
21,2022-04-18 7:40,0,4,7,3
23,2022-04-18 7:50,0,4,7,20
32,2022-04-18 8:00,0,4,8,18
27,2022-04-18 8:20,0,4,8,11
28,2022-04-18 8:30,0,4,8,12
27,2022-04-18 8:40,0,4,8,15
23,2022-04-18 8:50,0,4,8,18
25,2022-04-18 9:00,0,4,9,16
30,2022-04-18 9:20,0,4,9,7
33,2022-04-18 9:30,0,4,9,6
26,2022-04-18 9:40,0,4,9,16
33,2022-04-18 9:50,0,4,9,17
30,2022-04-18 10:00,0,4,10,9
46,2022-04-18 10:20,0,4,10,5
38,2022-04-18 10:30,0,4,10,2
40,2022-04-18 10:40,0,4,10,17
38,2022-04-18 10:50,0,4,10,9
43,2022-04-18 11:00,0,4,11,17
44,2022-04-18 11:20,0,4,11,19
41,2022-04-18 11:30,0,4,11,2
44,2022-04-18 11:40,0,4,11,14
42,2022-04-18 11:50,0,4,11,9
43,2022-04-18 12:00,0,4,12,1
48,2022-04-18 12:20,0,4,12,11
58,2022-04-18 12:30,0,4,12,10
49,2022-04-18 12:40,0,4,12,15
52,2022-04-18 12:50,0,4,12,18
61,2022-04-18 13:00,0,4,13,8
49,2022-04-18 13:20,0,4,13,1
53,2022-04-18 13:30,0,4,13,9
48,2022-04-18 13:40,0,4,13,10
39,2022-04-18 13:50,0,4,13,10
43,2022-04-18 14:00,0,4,14,2
27,2022-04-18 14:20,0,4,14,12
46,2022-04-18 14:30,0,4,14,6
42,2022-04-18 14:40,0,4,14,10
30,2022-04-18 14:50,0,4,14,19
27,2022-04-18 15:00,0,4,15,9
44,2022-04-18 15:20,0,4,15,18
49,2022-04-18 15:30,0,4,15,2
43,2022-04-18 15:40,0,4,15,20
40,2022-04-18 15:50,0,4,15,7
52,2022-04-18 16:00,0,4,16,18
44,2022-04-18 16:20,0,4,16,2
54,2022-04-18 16:30,0,4,16,10
56,2022-04-18 16:40,0,4,16,20
44,2022-04-18 16:50,0,4,16,1
51,2022-04-18 17:00,0,4,17,6
53,2022-04-18 17:20,0,4,17,6
60,2022-04-18 17:30,0,4,17,3
72,2022-04-18 17:40,0,4,17,18
35,2022-04-18 17:50,0,4,17,4
45,2022-04-18 18:00,0,4,18,2
72,2022-04-18 18:20,0,4,18,7
41,2022-04-18 18:30,0,4,18,16
43,2022-04-18 18:40,0,4,18,2
52,2022-04-18 18:50,0,4,18,6
35,2022-04-18 19:00,0,4,19,4
41,2022-04-18 19:20,0,4,19,2
43,2022-04-18 19:30,0,4,19,2
36,2022-04-18 19:40,0,4,19,4
65,2022-04-18 19:50,0,4,19,7
45,2022-04-18 20:00,0,4,20,1
43,2022-04-18 20:20,0,4,20,11
69,2022-04-18 20:30,0,4,20,10
73,2022-04-18 20:40,0,4,20,7
77,2022-04-18 20:50,0,4,20,18
44,2022-04-18 21:00,0,4,21,2
68,2022-04-18 21:20,0,4,21,18
57,2022-04-18 21:30,0,4,21,10
68,2022-04-18 21:40,0,4,21,8
52,2022-04-18 21:50,0,4,21,20
74,2022-04-18 22:00,0,4,22,15
68,2022-04-18 22:20,0,4,22,8
68,2022-04-18 22:30,0,4,22,8
53,2022-04-18 22:40,0,4,22,20
45,2022-04-18 22:50,0,4,22,16
55,2022-04-18 23:00,0,4,23,17
59,2022-04-18 23:20,0,4,23,20
41,2022-04-18 23:30,0,4,23,2
34,2022-04-18 23:40,0,4,23,4
63,2022-04-18 23:50,0,4,23,14
43,2022-04-19 0:00,1,4,0,16
35,2022-04-19 0:20,1,4,0,4
36,2022-04-19 0:30,1,4,0,13
25,2022-04-19 0:40,1,4,0,1
19,2022-04-19 0:50,1,4,0,19
15,2022-04-19 1:00,1,4,1,15
2,2022-04-19 5:20,1,4,5,16
0,2022-04-19 5:30,1,4,5,18
1,2022-04-19 5:40,1,4,5,7
2,2022-04-19 5:50,1,4,5,10
3,2022-04-19 6:00,1,4,6,2
4,2022-04-19 6:20,1,4,6,12
6,2022-04-19 6:30,1,4,6,2
15,2022-04-19 6:40,1,4,6,16
13,2022-04-19 6:50,1,4,6,5
20,2022-04-19 7:00,1,4,7,16
26,2022-04-19 7:20,1,4,7,10
25,2022-04-19 7:30,1,4,7,19
25,2022-04-19 7:40,1,4,7,17
28,2022-04-19 7:50,1,4,7,12
33,2022-04-19 8:00,1,4,8,11
32,2022-04-19 8:20,1,4,8,5
26,2022-04-19 8:30,1,4,8,20
27,2022-04-19 8:40,1,4,8,4
26,2022-04-19 8:50,1,4,8,9
29,2022-04-19 9:00,1,4,9,3
33,2022-04-19 9:20,1,4,9,8
30,2022-04-19 9:30,1,4,9,9
37,2022-04-19 9:40,1,4,9,15
36,2022-04-19 9:50,1,4,9,5
38,2022-04-19 10:00,1,4,10,10
43,2022-04-19 10:20,1,4,10,3
41,2022-04-19 10:30,1,4,10,20
47,2022-04-19 10:40,1,4,10,8
45,2022-04-19 10:50,1,4,10,5
54,2022-04-19 11:00,1,4,11,19
34,2022-04-19 11:20,1,4,11,4
59,2022-04-19 11:30,1,4,11,10
49,2022-04-19 11:50,1,4,11,17
44,2022-04-19 12:00,1,4,12,1
41,2022-04-19 12:21,1,4,12,20
43,2022-04-19 12:31,1,4,12,2
34,2022-04-19 12:41,1,4,12,4
40,2022-04-19 12:51,1,4,12,8
49,2022-04-19 13:01,1,4,13,1
48,2022-04-19 13:20,1,4,13,16
43,2022-04-19 13:30,1,4,13,2
33,2022-04-19 13:40,1,4,13,11
36,2022-04-19 13:50,1,4,13,10
38,2022-04-19 14:00,1,4,14,17
48,2022-04-19 14:20,1,4,14,14
43,2022-04-19 14:30,1,4,14,18
34,2022-04-19 14:40,1,4,14,18
41,2022-04-19 14:50,1,4,14,3
39,2022-04-19 15:00,1,4,15,19
46,2022-04-19 15:20,1,4,15,11
48,2022-04-19 15:30,1,4,15,8
46,2022-04-19 15:40,1,4,15,3
42,2022-04-19 15:50,1,4,15,1
45,2022-04-19 16:00,1,4,16,10
41,2022-04-19 16:20,1,4,16,16
43,2022-04-19 16:30,1,4,16,1
41,2022-04-19 16:40,1,4,16,13
44,2022-04-19 16:50,1,4,16,8
41,2022-04-19 17:00,1,4,17,19
48,2022-04-19 17:20,1,4,17,9
69,2022-04-19 17:30,1,4,17,7
49,2022-04-19 17:40,1,4,17,20
66,2022-04-19 17:50,1,4,17,17
70,2022-04-19 18:00,1,4,18,14
28,2022-04-19 18:20,1,4,18,12
41,2022-04-19 18:30,1,4,18,5
34,2022-04-19 18:40,1,4,18,4
61,2022-04-19 18:50,1,4,18,17
42,2022-04-19 19:00,1,4,19,13
51,2022-04-19 19:20,1,4,19,6
26,2022-04-19 19:30,1,4,19,12
42,2022-04-19 19:40,1,4,19,1
53,2022-04-19 19:50,1,4,19,9
58,2022-04-19 20:00,1,4,20,15
57,2022-04-19 20:20,1,4,20,9
45,2022-04-19 20:30,1,4,20,16
49,2022-04-19 20:40,1,4,20,6
58,2022-04-19 20:50,1,4,20,17
67,2022-04-19 21:00,1,4,21,3
71,2022-04-19 21:20,1,4,21,18
61,2022-04-19 21:30,1,4,21,18
41,2022-04-19 21:40,1,4,21,1
42,2022-04-19 21:50,1,4,21,13
49,2022-04-19 22:00,1,4,22,6
44,2022-04-19 22:20,1,4,22,1
51,2022-04-19 22:30,1,4,22,6
54,2022-04-19 22:40,1,4,22,9
62,2022-04-19 22:50,1,4,22,19
78,2022-04-19 23:00,1,4,23,18
63,2022-04-19 23:20,1,4,23,8
42,2022-04-19 23:30,1,4,23,16
47,2022-04-19 23:40,1,4,23,19
38,2022-04-19 23:50,1,4,23,9
46,2022-04-20 0:00,2,4,0,11
32,2022-04-20 0:20,2,4,0,2
33,2022-04-20 0:30,2,4,0,15
32,2022-04-20 0:40,2,4,0,1
17,2022-04-20 0:50,2,4,0,1
13,2022-04-20 1:00,2,4,1,11
0,2022-04-20 5:20,2,4,5,5
0,2022-04-20 5:30,2,4,5,14
1,2022-04-20 5:40,2,4,5,12
3,2022-04-20 5:50,2,4,5,15
6,2022-04-20 6:00,2,4,6,3
13,2022-04-20 6:20,2,4,6,19
13,2022-04-20 6:30,2,4,6,7
18,2022-04-20 6:40,2,4,6,13
18,2022-04-20 6:50,2,4,6,15
23,2022-04-20 7:00,2,4,7,11
17,2022-04-20 7:20,2,4,7,15
26,2022-04-20 7:30,2,4,7,9
25,2022-04-20 7:40,2,4,7,4
28,2022-04-20 7:50,2,4,7,17
28,2022-04-20 8:00,2,4,8,14
41,2022-04-20 8:20,2,4,8,19
40,2022-04-20 8:30,2,4,8,7
34,2022-04-20 8:40,2,4,8,13
28,2022-04-20 8:50,2,4,8,3
37,2022-04-20 9:00,2,4,9,18
35,2022-04-20 9:20,2,4,9,10
43,2022-04-20 9:30,2,4,9,6
40,2022-04-20 9:40,2,4,9,9
40,2022-04-20 9:50,2,4,9,20
47,2022-04-20 10:00,2,4,10,3
34,2022-04-20 10:20,2,4,10,11
38,2022-04-20 10:30,2,4,10,4
43,2022-04-20 10:40,2,4,10,15
33,2022-04-20 10:50,2,4,10,9
42,2022-04-20 11:00,2,4,11,19
39,2022-04-20 11:41,2,4,11,18
44,2022-04-20 11:51,2,4,11,7
36,2022-04-20 12:01,2,4,12,13
40,2022-04-20 12:20,2,4,12,2
38,2022-04-20 12:30,2,4,12,2
47,2022-04-20 12:40,2,4,12,15
40,2022-04-20 12:50,2,4,12,16
46,2022-04-20 13:00,2,4,13,2
41,2022-04-20 13:20,2,4,13,17
41,2022-04-20 13:30,2,4,13,14
26,2022-04-20 13:50,2,4,13,12
39,2022-04-20 14:00,2,4,14,18
37,2022-04-20 14:20,2,4,14,7
44,2022-04-20 14:30,2,4,14,5
46,2022-04-20 14:40,2,4,14,9
39,2022-04-20 15:00,2,4,15,4
47,2022-04-20 15:20,2,4,15,11
48,2022-04-20 15:30,2,4,15,10
43,2022-04-20 15:40,2,4,15,1
48,2022-04-20 15:50,2,4,15,9
42,2022-04-20 16:00,2,4,16,1
41,2022-04-20 16:20,2,4,16,5
50,2022-04-20 16:30,2,4,16,19
47,2022-04-20 16:40,2,4,16,9
42,2022-04-20 16:50,2,4,16,19
25,2022-04-20 17:00,2,4,17,12
66,2022-04-20 17:20,2,4,17,18
52,2022-04-20 17:30,2,4,17,17
54,2022-04-20 17:40,2,4,17,20
39,2022-04-20 17:50,2,4,17,16
43,2022-04-20 18:00,2,4,18,13
48,2022-04-20 18:20,2,4,18,18
54,2022-04-20 18:30,2,4,18,20
54,2022-04-20 18:40,2,4,18,15
60,2022-04-20 18:50,2,4,18,14
59,2022-04-20 19:00,2,4,19,7
61,2022-04-20 19:20,2,4,19,15
58,2022-04-20 19:30,2,4,19,3
28,2022-04-20 19:40,2,4,19,12
43,2022-04-20 19:50,2,4,19,13
45,2022-04-20 20:00,2,4,20,6
52,2022-04-20 20:20,2,4,20,18
55,2022-04-20 20:30,2,4,20,7
67,2022-04-20 20:40,2,4,20,8
56,2022-04-20 20:50,2,4,20,3
53,2022-04-20 21:00,2,4,21,15
45,2022-04-20 21:20,2,4,21,2
36,2022-04-20 21:30,2,4,21,4
58,2022-04-20 21:40,2,4,21,17
27,2022-04-20 21:50,2,4,21,12
53,2022-04-20 22:00,2,4,22,19
46,2022-04-20 22:20,2,4,22,13
56,2022-04-20 22:30,2,4,22,20
57,2022-04-20 22:40,2,4,22,6
45,2022-04-20 22:50,2,4,22,16
49,2022-04-20 23:00,2,4,23,2
36,2022-04-20 23:20,2,4,23,4
51,2022-04-20 23:30,2,4,23,3
47,2022-04-20 23:40,2,4,23,10
34,2022-04-20 23:50,2,4,23,1
44,2022-04-21 0:00,3,4,0,19
26,2022-04-21 0:20,3,4,0,17
29,2022-04-21 0:30,3,4,0,9
26,2022-04-21 0:40,3,4,0,3
21,2022-04-21 0:50,3,4,0,3
19,2022-04-21 1:00,3,4,1,8
1,2022-04-21 5:20,3,4,5,9
1,2022-04-21 5:30,3,4,5,10
2,2022-04-21 5:40,3,4,5,12
2,2022-04-21 5:50,3,4,5,19
3,2022-04-21 6:00,3,4,6,14
10,2022-04-21 6:20,3,4,6,9
8,2022-04-21 6:30,3,4,6,13
13,2022-04-21 6:40,3,4,6,10
14,2022-04-21 6:50,3,4,6,13
23,2022-04-21 7:00,3,4,7,10
22,2022-04-21 7:20,3,4,7,15
27,2022-04-21 7:30,3,4,7,15
28,2022-04-21 7:40,3,4,7,1
31,2022-04-21 7:50,3,4,7,3
32,2022-04-21 8:00,3,4,8,9
29,2022-04-21 8:20,3,4,8,3
28,2022-04-21 8:30,3,4,8,12
26,2022-04-21 8:40,3,4,8,20
28,2022-04-21 8:50,3,4,8,5
29,2022-04-21 9:00,3,4,9,18
42,2022-04-21 9:20,3,4,9,6
32,2022-04-21 9:30,3,4,9,16
36,2022-04-21 9:40,3,4,9,13
35,2022-04-21 9:50,3,4,9,4
51,2022-04-21 11:30,3,4,11,20
33,2022-04-21 11:40,3,4,11,4
53,2022-04-21 11:50,3,4,11,20
42,2022-04-21 12:00,3,4,12,9
39,2022-04-21 12:20,3,4,12,5
38,2022-04-21 12:30,3,4,12,15
36,2022-04-21 12:40,3,4,12,8
37,2022-04-21 12:50,3,4,12,13
38,2022-04-21 13:00,3,4,13,20
34,2022-04-21 13:20,3,4,13,4
37,2022-04-21 13:30,3,4,13,13
33,2022-04-21 13:40,3,4,13,7
33,2022-04-21 13:50,3,4,13,6
40,2022-04-21 14:00,3,4,14,10
45,2022-04-21 14:20,3,4,14,6
38,2022-04-21 14:30,3,4,14,14
48,2022-04-21 14:40,3,4,14,3
44,2022-04-21 14:50,3,4,14,14
47,2022-04-21 15:00,3,4,15,1
44,2022-04-21 15:30,3,4,15,10
43,2022-04-21 15:40,3,4,15,8
53,2022-04-21 15:50,3,4,15,3
49,2022-04-21 16:00,3,4,16,17
48,2022-04-21 16:20,3,4,16,9
48,2022-04-21 16:30,3,4,16,14
47,2022-04-21 16:40,3,4,16,3
55,2022-04-21 16:50,3,4,16,19
56,2022-04-21 17:00,3,4,17,8
41,2022-04-21 17:20,3,4,17,5
41,2022-04-21 17:30,3,4,17,5
44,2022-04-21 17:40,3,4,17,16
51,2022-04-21 17:50,3,4,17,15
27,2022-04-21 18:00,3,4,18,12
63,2022-04-21 18:20,3,4,18,10
74,2022-04-21 18:30,3,4,18,7
58,2022-04-21 18:40,3,4,18,19
25,2022-04-21 18:50,3,4,18,12
51,2022-04-21 19:00,3,4,19,20
65,2022-04-21 19:20,3,4,19,3
42,2022-04-21 19:30,3,4,19,16
55,2022-04-21 19:40,3,4,19,6
37,2022-04-21 19:50,3,4,19,4
57,2022-04-21 20:00,3,4,20,6
50,2022-04-21 20:20,3,4,20,3
51,2022-04-21 20:40,3,4,20,18
48,2022-04-21 20:50,3,4,20,15
57,2022-04-21 21:00,3,4,21,20
28,2022-04-21 21:20,3,4,21,12
45,2022-04-21 21:30,3,4,21,1
53,2022-04-21 21:40,3,4,21,20
51,2022-04-21 21:50,3,4,21,14
36,2022-04-21 22:00,3,4,22,4
55,2022-04-21 22:20,3,4,22,3
26,2022-04-21 22:30,3,4,22,12
46,2022-04-21 22:40,3,4,22,8
44,2022-04-21 22:50,3,4,22,3
34,2022-04-21 23:00,3,4,23,4
50,2022-04-21 23:20,3,4,23,10
38,2022-04-21 23:30,3,4,23,5
45,2022-04-21 23:40,3,4,23,1
38,2022-04-21 23:50,3,4,23,1
53,2022-04-22 0:00,4,4,0,18
40,2022-04-22 0:20,4,4,0,7
33,2022-04-22 0:30,4,4,0,18
30,2022-04-22 0:40,4,4,0,10
24,2022-04-22 0:50,4,4,0,18
18,2022-04-22 1:00,4,4,1,14
1,2022-04-22 5:20,4,4,5,15
0,2022-04-22 5:30,4,4,5,10
0,2022-04-22 5:40,4,4,5,5
4,2022-04-22 5:50,4,4,5,13
4,2022-04-22 6:00,4,4,6,14
11,2022-04-22 6:20,4,4,6,19
12,2022-04-22 6:30,4,4,6,14
21,2022-04-22 6:40,4,4,6,16
29,2022-04-22 6:50,4,4,6,12
29,2022-04-22 7:00,4,4,7,8
28,2022-04-22 7:20,4,4,7,10
29,2022-04-22 7:30,4,4,7,5
27,2022-04-22 7:40,4,4,7,11
25,2022-04-22 7:50,4,4,7,17
39,2022-04-22 8:00,4,4,8,13
27,2022-04-22 8:20,4,4,8,13
26,2022-04-22 8:30,4,4,8,6
21,2022-04-22 8:40,4,4,8,10
24,2022-04-22 8:50,4,4,8,16
35,2022-04-22 9:00,4,4,9,3
35,2022-04-22 9:20,4,4,9,6
37,2022-04-22 9:30,4,4,9,1
38,2022-04-22 9:40,4,4,9,16
35,2022-04-22 9:50,4,4,9,11
35,2022-04-22 10:00,4,4,10,15
41,2022-04-22 10:20,4,4,10,8
44,2022-04-22 10:30,4,4,10,19
43,2022-04-22 10:40,4,4,10,5
30,2022-04-22 10:50,4,4,10,10
43,2022-04-22 11:00,4,4,11,1
44,2022-04-22 11:20,4,4,11,20
40,2022-04-22 11:30,4,4,11,13
45,2022-04-22 11:40,4,4,11,14
38,2022-04-22 11:50,4,4,11,2
42,2022-04-22 12:00,4,4,12,15
42,2022-04-22 12:20,4,4,12,16
43,2022-04-22 12:30,4,4,12,7
41,2022-04-22 12:40,4,4,12,1
49,2022-04-22 12:50,4,4,12,20
54,2022-04-22 13:00,4,4,13,17
45,2022-04-22 13:20,4,4,13,13
50,2022-04-22 13:30,4,4,13,20
40,2022-04-22 13:40,4,4,13,8
50,2022-04-22 13:50,4,4,13,8
41,2022-04-22 14:00,4,4,14,19
53,2022-04-22 14:20,4,4,14,7
35,2022-04-22 14:30,4,4,14,16
52,2022-04-22 14:40,4,4,14,19
42,2022-04-22 14:50,4,4,14,2
42,2022-04-22 15:00,4,4,15,2
34,2022-04-22 15:20,4,4,15,4
54,2022-04-22 15:30,4,4,15,19
45,2022-04-22 15:40,4,4,15,9
54,2022-04-22 15:50,4,4,15,8
65,2022-04-22 16:00,4,4,16,8
58,2022-04-22 16:20,4,4,16,19
44,2022-04-22 16:30,4,4,16,2
53,2022-04-22 16:40,4,4,16,20
59,2022-04-22 16:50,4,4,16,20
52,2022-04-22 17:00,4,4,17,6
67,2022-04-22 17:20,4,4,17,14
42,2022-04-22 17:30,4,4,17,5
61,2022-04-22 17:40,4,4,17,10
60,2022-04-22 17:50,4,4,17,19
49,2022-04-22 18:00,4,4,18,6
62,2022-04-22 18:20,4,4,18,19
52,2022-04-22 18:30,4,4,18,9
29,2022-04-22 18:40,4,4,18,12
50,2022-04-22 18:50,4,4,18,15
44,2022-04-22 19:00,4,4,19,11
69,2022-04-22 19:20,4,4,19,18
51,2022-04-22 19:30,4,4,19,9
44,2022-04-22 19:40,4,4,19,11
47,2022-04-22 19:50,4,4,19,16
51,2022-04-22 20:00,4,4,20,6
51,2022-04-22 20:20,4,4,20,15
43,2022-04-22 20:30,4,4,20,10
51,2022-04-22 20:40,4,4,20,10
37,2022-04-22 20:50,4,4,20,9
47,2022-04-22 21:00,4,4,21,18
49,2022-04-22 21:20,4,4,21,14
46,2022-04-22 21:30,4,4,21,15
39,2022-04-22 21:40,4,4,21,11
46,2022-04-22 21:50,4,4,21,13
37,2022-04-22 22:00,4,4,22,20
50,2022-04-22 22:20,4,4,22,8
47,2022-04-22 22:30,4,4,22,1
37,2022-04-22 22:40,4,4,22,7
35,2022-04-22 22:50,4,4,22,16
27,2022-04-22 23:00,4,4,23,2
3,2022-04-22 23:20,4,4,23,19
3,2022-04-22 23:30,4,4,23,18
0,2022-04-22 23:40,4,4,23,11
3,2022-04-22 23:50,4,4,23,12
3,2022-04-23 0:00,5,4,0,20
2,2022-04-23 0:20,5,4,0,17
0,2022-04-23 0:30,5,4,0,9
0,2022-04-23 0:40,5,4,0,8
1,2022-04-23 0:50,5,4,0,1
0,2022-04-23 1:00,5,4,1,17
1,2022-04-23 5:20,5,4,5,7
1,2022-04-23 5:30,5,4,5,7
0,2022-04-23 5:40,5,4,5,12
0,2022-04-23 5:50,5,4,5,6
0,2022-04-23 6:00,5,4,6,17
1,2022-04-23 6:20,5,4,6,3
0,2022-04-23 6:30,5,4,6,7
0,2022-04-23 6:40,5,4,6,18
1,2022-04-23 6:50,5,4,6,20
2,2022-04-23 7:00,5,4,7,17
2,2022-04-23 7:20,5,4,7,14
2,2022-04-23 7:30,5,4,7,5
3,2022-04-23 7:40,5,4,7,16
5,2022-04-23 7:50,5,4,7,11
7,2022-04-23 8:00,5,4,8,7
7,2022-04-23 8:20,5,4,8,4
15,2022-04-23 8:30,5,4,8,7
26,2022-04-23 8:40,5,4,8,13
23,2022-04-23 8:50,5,4,8,15
29,2022-04-23 9:00,5,4,9,3
28,2022-04-23 9:20,5,4,9,9
36,2022-04-23 9:30,5,4,9,7
30,2022-04-23 9:40,5,4,9,13
24,2022-04-23 9:50,5,4,9,3
27,2022-04-23 10:00,5,4,10,7
34,2022-04-23 10:20,5,4,10,11
31,2022-04-23 10:30,5,4,10,19
38,2022-04-23 10:40,5,4,10,5
36,2022-04-23 10:50,5,4,10,19
43,2022-04-23 11:00,5,4,11,5
28,2022-04-23 11:20,5,4,11,19
35,2022-04-23 11:30,5,4,11,5
43,2022-04-23 11:40,5,4,11,10
37,2022-04-23 11:50,5,4,11,8
37,2022-04-23 12:00,5,4,12,5
36,2022-04-23 12:20,5,4,12,7
28,2022-04-23 12:30,5,4,12,12
37,2022-04-23 12:40,5,4,12,10
